Year,Cohort,Female,Male,Total,Year
1960   29,1931,567.43,984.89,1552.32,1960
1960   29,1930,564.01,974.99,1539,1960
1960   30,1930,655.89     1,49.32,1705.21,1960
1960   30,1929,665.62     1,8.6,1674.22,1960
1960   31,1929,631.26     1,62.81,1694.07,1960
1960   31,1928,662.24     1,70.15,1732.39,1960
1960   32,1928,712.25     1,146.44,1858.69,1960
1960   32,1927,731.30     1,179.6,1910.9,1960
1960   33,1927,781.09     1,304.36,2085.45,1960
1960   33,1926,806.52     1,284.8,2091.32,1960
1960   34,1926,873.03     1,326.05,2199.08,1960
1960   34,1925,952.68     1,304.12,2256.8,1960
1960   35,1925,991.13     1,460.27,2451.4,1960
1960   35,1924,1027.65     1,491.05,2518.7,1960
1960   36,1924,1040.52     1,575.56,2616.08,1960
1960   36,1923,1034.28     1,575.86,2610.14,1960
1960   37,1923,1076.69     1,705.55,2782.24,1960
1960   37,1922,1144.17     1,720.98,2865.15,1960
1960   38,1922,1229.99     1,919.88,3149.87,1960
1960   38,1921,1329.99     1,945.85,3275.84,1960
1960   39,1921,1337.17     2,124.71,3461.88,1960
1960   39,1920,1359.87     2,82.17,3442.04,1960
1960   40,1920,1498.31     2,212.65,3710.96,1960
1960   40,1919,1515.85     2,287.36,3803.21,1960
1960   41,1919,1468.96     2,343.76,3812.72,1960
1960   41,1918,1511.19     2,375.35,3886.54,1960
1960   42,1918,1701.50     2,639.85,4341.35,1960
1960   42,1917,1746.83     2,653.52,4400.35,1960
1960   43,1917,1723.11     2,714.02,4437.13,1960
1960   43,1916,1758.23     2,819.46,4577.69,1960
1960   44,1916,1877.95     3,95.32,4973.27,1960
1960   44,1915,1912.51     3,104.46,5016.97,1960
1960   45,1915,2040.41     3,426.86,5467.27,1960
1960   45,1914,2124.20     3,472.23,5596.43,1960
1960   46,1914,2125.04     3,702.48,5827.52,1960
1960   46,1913,2198.63     3,676.83,5875.46,1960
1960   47,1913,2299.17     3,981.21,6280.38,1960
1960   47,1912,2467.67     4,140.42,6608.09,1960
1960   48,1912,2432.58     4,428.56,6861.14,1960
1960   48,1911,2459.31     4,433.41,6892.72,1960
1960   49,1911,2530.41     4,683.29,7213.7,1960
1960   49,1910,2790.65     4,897,7687.65,1960
1960   50,1910,2935.78     5,258.7,8194.48,1960
1960   50,1909,2915.47     5,384.07,8299.54,1960
1960   51,1909,2865.64     5,342.29,8207.93,1960
1960   51,1908,2979.62     5,511.57,8491.19,1960
1960   52,1908,3071.20     5,897.27,8968.47,1960
1960   52,1907,3250.23     6,204.15,9454.38,1960
1960   53,1907,3075.58     6,182.88,9258.46,1960
1960   53,1906,3255.87     6,337.73,9593.6,1960
1960   54,1906,3359.10     6,409.38,9768.48,1960
1960   54,1905,3580.58     6,814.54,10395.12,1960
1960   55,1905,3533.00     6,954.53,10487.53,1960
1960   55,1904,3620.76     7,16.72,10637.48,1960
1960   56,1904,3632.31     6,985.62,10617.93,1960
1960   56,1903,3701.52     7,313.79,11015.31,1960
1960   57,1903,3810.75     7,344.29,11155.04,1960
1960   57,1902,3980.26     7,667.43,11647.69,1960
1960   58,1902,4066.36     7,649.78,11716.14,1960
1960   58,1901,3978.74     7,752.12,11730.86,1960
1960   59,1901,4563.77     8,386.03,12949.8,1960
1960   59,1900,5373.06     9,471.97,14845.03,1960
1960   60,1900,5530.40     9,488.3,15018.7,1960
1960   60,1899,5197.73     9,41,14238.73,1960
1960   61,1899,4484.05     8,377.24,12861.29,1960
1960   61,1898,4853.55     9,132.6,13986.15,1960
1960   62,1898,5588.17     9,503.62,15091.79,1960
1960   62,1897,5716.19     9,855.05,15571.24,1960
1960   63,1897,5737.10     9,681.07,15418.17,1960
1960   63,1896,6128.47    10,376.92,16505.39,1960
1960   64,1896,6204.44    10,828.81,17033.25,1960
1960   64,1895,6474.45    11,310.11,17784.56,1960
1960   65,1895,6928.75    11,722.41,18651.16,1960
1960   65,1894,7250.72    12,309.35,19560.07,1960
1960   66,1894,6647.39    11,292.78,17940.17,1960
1960   66,1893,6965.86    11,724.53,18690.39,1960
1960   67,1893,7505.36    12,55.11,19560.47,1960
1960   67,1892,8005.62    13,21.12,21026.74,1960
1960   68,1892,7788.52    12,157.81,19946.33,1960
1960   68,1891,7947.55    12,540.26,20487.81,1960
1960   69,1891,7849.68    11,751.99,19601.67,1960
1960   69,1890,8414.60    12,809.01,21223.61,1960
1960   70,1890,8814.78    12,849.68,21664.46,1960
1960   70,1889,9328.22    13,679.21,23007.43,1960
1960   71,1889,8387.73    12,238.84,20626.57,1960
1960   71,1888,8950.96    13,400.64,22351.6,1960
1960   72,1888,9620.81    13,299.96,22920.77,1960
1960   72,1887,9822.69    13,604.09,23426.78,1960
1960   73,1887,9068.88    12,86.55,21155.43,1960
1960   73,1886,9766.39    13,282.81,23049.2,1960
1960   74,1886,9661.76    12,504.19,22165.95,1960
1960   74,1885,10216.91    13,216.33,23433.24,1960
1960   75,1885,10279.00    12,304.44,22583.44,1960
1960   75,1884,11099.24    13,498.12,24597.36,1960
1960   76,1884,9928.67    11,981.9,21910.57,1960
1960   76,1883,10303.13    12,431.04,22734.17,1960
1960   77,1883,9679.17    11,51.72,20730.89,1960
1960   77,1882,10230.51    11,963.59,22194.1,1960
1960   78,1882,10029.95    11,51.35,21081.3,1960
1960   78,1881,10510.97    11,460.73,21971.7,1960
1960   79,1881,9994.03    10,186.37,20180.4,1960
1960   79,1880,10826.00    11,260.23,22086.23,1960
1960   80,1880,10602.33    10,213.37,20815.7,1960
1960   80,1879,10932.98    10,881.07,21814.05,1960
1960   81,1879,9092.11     8,676.54,17768.65,1960
1960   81,1878,9501.06     9,208.47,18709.53,1960
1960   82,1878,9273.70     8,598.65,17872.35,1960
1960   82,1877,9699.62     9,115.28,18814.9,1960
1960   83,1877,9111.95     7,985.29,17097.24,1960
1960   83,1876,9683.29     8,534.11,18217.4,1960
1960   84,1876,9012.54     7,568.31,16580.85,1960
1960   84,1875,9432.58     8,184.75,17617.33,1960
1960   85,1875,8313.30     6,784.17,15097.47,1960
1960   85,1874,8600.23     7,100.05,15700.28,1960
1960   86,1874,7159.81     5,777.49,12937.3,1960
1960   86,1873,7693.92     6,103.83,13797.75,1960
1960   87,1873,6554.44     4,996.84,11551.28,1960
1960   87,1872,7130.84     5,561.89,12692.73,1960
1960   88,1872,5927.25     4,395.42,10322.67,1960
1960   88,1871,6083.39     4,513.57,10596.96,1960
1960   89,1871,4908.85     3,470.09,8378.94,1960
1960   89,1870,5504.16     3,836.18,9340.34,1960
1960   90,1870,4515.38     3,84.55,7599.93,1960
1960   90,1869,4925.26     3,200.26,8125.52,1960
1960   91,1869,3391.03     2,150.37,5541.4,1960
1960   91,1868,3629.68     2,312.63,5942.31,1960
1960   92,1868,2823.79     1,771.85,4595.64,1960
1960   92,1867,3142.51     1,906.79,5049.3,1960
1960   93,1867,2289.18     1,373.19,3662.37,1960
1960   93,1866,2579.69     1,539.12,4118.81,1960
1960   94,1866,1706.23,985.92,2692.15,1960
1960   94,1865,1857.15     1,114.02,2971.17,1960
1960   95,1865,1245.02,715.03,1960.05,1960
1960   95,1864,1342.98,785.64,2128.62,1960
1960   96,1864,929.86,513.04,1442.9,1960
1960   96,1863,992.88,552.44,1545.32,1960
1960   97,1863,678.38,350.84,1029.22,1960
1960   97,1862,742.17,415.51,1157.68,1960
1960   98,1862,482.15,228.53,710.68,1960
1960   98,1861,519.24,256.68,775.92,1960
1960   99,1861,349.15,168.42,517.57,1960
1960   99,1860,395.13,180.74,575.87,1960
1960  100,1860,252.72,122.86,375.58,1960
1960  100,1859,263.48,114.25,377.73,1960
1960  101,1859,135.89,68.42,204.31,1960
1960  101,1858,139.21,68.64,207.85,1960
1960  102,1858,106.9,36.43,143.33,1960
1960  102,1857,101.18,43.61,144.79,1960
1960  103,1857,62.37,19.96,82.33,1960
1960  103,1856,65.68,28.06,93.74,1960
1960  104,1856,33.55,15.47,49.02,1960
1960  104,1855,43.48,16.55,60.03,1960
1960  105,1855,30.45,15.14,45.59,1960
1960  105,1854,31.57,20.88,52.45,1960
1960  106,1854,15.19,9.94,25.13,1960
1960  106,1853,15.83,9.06,24.89,1960
1960  107,1853,14.89,4.86,19.75,1960
1960  107,1852,13.13,4.14,17.27,1960
1960  108,1852,6.86,3.49,10.35,1960
1960  108,1851,12.14,4.51,16.65,1960
1960  109,1851,3.24,3.87,7.11,1960
1960  109,1850,6.76,3.13,9.89,1960
1960  110+,.,46,29,75,1960
1961    0,1961,40160.81    55,164.77,95325.58,1961
1961    0,1960,5690.60     6,978.18,12668.78,1961
1961 1,1960,1488.72     1,777.31,3266.03,1961
1961 1,1959,1601.32     1,895.05,3496.37,1961
1961 2,1959,908.71     1,110.02,2018.73,1961
1961 2,1958,933.91     1,167.82,2101.73,1961
1961 3,1958,651.4,888.73,1540.13,1961
1961 3,1957,709.06,880.93,1589.99,1961
1961 4,1957,561.53,736.64,1298.17,1961
1961 4,1956,592.86,730.9,1323.76,1961
1961 5,1956,470.68,619.94,1090.62,1961
1961 5,1955,523.66,618.52,1142.18,1961
1961 6,1955,381.39,574.54,955.93,1961
1961 6,1954,405.88,617.9,1023.78,1961
1961 7,1954,358.23,477.14,835.37,1961
1961 7,1953,381.02,501.23,882.25,1961
1961 8,1953,297.36,450.28,747.64,1961
1961 8,1952,296.84,433.05,729.89,1961
1961 9,1952,273.72,424.32,698.04,1961
1961 9,1951,278.46,402.99,681.45,1961
1961 10,1951,267.3,425.22,692.52,1961
1961 10,1950,249.87,390.08,639.95,1961
1961 11,1950,244.85,426.44,671.29,1961
1961 11,1949,256.32,391.86,648.18,1961
1961 12,1949,267.92,454.08,722,1961
1961 12,1948,259.26,449.26,708.52,1961
1961   13,1948,268.38,507.99,776.37,1961
1961   13,1947,267.8,508.39,776.19,1961
1961   14,1947,321.45,633.65,955.1,1961
1961   14,1946,298.76,577.79,876.55,1961
1961   15,1946,286.21,597.7,883.91,1961
1961   15,1945,281.98,565.73,847.71,1961
1961   16,1945,338.23,734.48,1072.71,1961
1961   16,1944,331.99,733.06,1065.05,1961
1961   17,1944,352.7,916.01,1268.71,1961
1961   17,1943,354.54,879.65,1234.19,1961
1961   18,1943,421.79     1,109.54,1531.33,1961
1961   18,1942,413.49,947.22,1360.71,1961
1961   19,1942,399.89     1,58.16,1458.05,1961
1961   19,1941,359.36,946.58,1305.94,1961
1961   20,1941,370.39     1,20.29,1390.68,1961
1961   20,1940,349.85,948.44,1298.29,1961
1961   21,1940,397.25     1,37.31,1434.56,1961
1961   21,1939,377.01,960.42,1337.43,1961
1961   22,1939,383.22     1,64.52,1447.74,1961
1961   22,1938,372.04,963.23,1335.27,1961
1961   23,1938,410.13,996.86,1406.99,1961
1961   23,1937,380.14,922.85,1302.99,1961
1961   24,1937,406.92,879.34,1286.26,1961
1961   24,1936,408.36,836.29,1244.65,1961
1961   25,1936,429.23,888.27,1317.5,1961
1961   25,1935,421.05,831.37,1252.42,1961
1961   26,1935,452.6,913.99,1366.59,1961
1961   26,1934,451.7,828.66,1280.36,1961
1961   27,1934,459.27,895.18,1354.45,1961
1961   27,1933,460.03,823.45,1283.48,1961
1961   28,1933,469.89,921.55,1391.44,1961
1961   28,1932,487.43,896.12,1383.55,1961
1961   29,1932,557.69,942.68,1500.37,1961
1961   29,1931,532.68,904,1436.68,1961
1961   30,1931,608.72     1,49.37,1658.09,1961
1961   30,1930,638.69     1,27.4,1666.09,1961
1961   31,1930,677.75     1,83.24,1760.99,1961
1961   31,1929,678.71     1,37.54,1716.25,1961
1961   32,1929,715.47     1,111.15,1826.62,1961
1961   32,1928,692.00     1,84.66,1776.66,1961
1961   33,1928,756.79     1,196.1,1952.89,1961
1961   33,1927,751.71     1,184.78,1936.49,1961
1961   34,1927,860.00     1,298.01,2158.01,1961
1961   34,1926,897.59     1,335.96,2233.55,1961
1961   35,1926,946.44     1,420.81,2367.25,1961
1961   35,1925,985.21     1,438.24,2423.45,1961
1961   36,1925,1044.76     1,584.46,2629.22,1961
1961   36,1924,1022.93     1,574.71,2597.64,1961
1961   37,1924,1150.23     1,737.51,2887.74,1961
1961   37,1923,1148.55     1,634.73,2783.28,1961
1961   38,1923,1231.62     1,858.7,3090.32,1961
1961   38,1922,1221.20     1,831.67,3052.87,1961
1961   39,1922,1332.60     2,43.4,3376,1961
1961   39,1921,1330.30     2,69.11,3399.41,1961
1961   40,1921,1400.34     2,285.47,3685.81,1961
1961   40,1920,1447.62     2,249.2,3696.82,1961
1961   41,1920,1554.02     2,452.81,4006.83,1961
1961   41,1919,1482.00     2,384.98,3866.98,1961
1961   42,1919,1585.11     2,604.28,4189.39,1961
1961   42,1918,1683.99     2,537.62,4221.61,1961
1961   43,1918,1793.73     2,812.1,4605.83,1961
1961   43,1917,1731.45     2,769.96,4501.41,1961
1961   44,1917,1776.09     3,75.19,4851.28,1961
1961   44,1916,1827.12     3,46.07,4873.19,1961
1961   45,1916,2000.61     3,307.88,5308.49,1961
1961   45,1915,1971.72     3,284.55,5256.27,1961
1961   46,1915,2129.25     3,577.75,5707,1961
1961   46,1914,2138.19     3,595.9,5734.09,1961
1961   47,1914,2362.58     4,110.24,6472.82,1961
1961   47,1913,2345.00     4,38.77,6383.77,1961
1961   48,1913,2454.38     4,234.57,6688.95,1961
1961   48,1912,2542.30     4,360.6,6902.9,1961
1961   49,1912,2611.15     4,634.19,7245.34,1961
1961   49,1911,2609.61     4,501.18,7110.79,1961
1961   50,1911,2831.73     5,182.87,8014.6,1961
1961   50,1910,2927.20     5,256.98,8184.18,1961
1961   51,1910,3008.77     5,555.96,8564.73,1961
1961   51,1909,2923.22     5,467.11,8390.33,1961
1961   52,1909,3092.32     5,776.77,8869.09,1961
1961   52,1908,3141.78     5,776.49,8918.27,1961
1961   53,1908,3392.57     6,190.32,9582.89,1961
1961   53,1907,3432.72     6,235.27,9667.99,1961
1961   54,1907,3413.14     6,519.52,9932.66,1961
1961   54,1906,3373.14     6,490.29,9863.43,1961
1961   55,1906,3576.26     6,853.67,10429.93,1961
1961   55,1905,3610.15     7,75.47,10685.62,1961
1961   56,1905,3805.80     7,257.61,11063.41,1961
1961   56,1904,3821.76     7,142.71,10964.47,1961
1961   57,1904,3835.54     7,526.85,11362.39,1961
1961   57,1903,3872.05     7,453.68,11325.73,1961
1961   58,1903,4127.25     7,845.58,11972.83,1961
1961   58,1902,4107.52     7,928.25,12035.77,1961
1961   59,1902,4204.82     8,122.68,12327.5,1961
1961   59,1901,4106.97     7,956.26,12063.23,1961
1961   60,1901,4938.01     8,847.89,13785.9,1961
1961   60,1900,5507.50     9,701.96,15209.46,1961
1961   61,1900,5492.86     9,881.25,15374.11,1961
1961   61,1899,5025.68     9,174.79,14200.47,1961
1961   62,1899,5196.53     9,122.59,14319.12,1961
1961   62,1898,5531.08     9,525.3,15056.38,1961
1961   63,1898,5706.00     9,718.24,15424.24,1961
1961   63,1897,5605.80     9,717.94,15323.74,1961
1961   64,1897,5870.63    10,211.74,16082.37,1961
1961   64,1896,6017.36    10,540.92,16558.28,1961
1961   65,1896,6948.47    11,622.97,18571.44,1961
1961   65,1895,7064.24    11,817.68,18881.92,1961
1961   66,1895,6676.31    11,525.16,18201.47,1961
1961   66,1894,6843.23    11,550.36,18393.59,1961
1961   67,1894,7371.35    12,165.4,19536.75,1961
1961   67,1893,7495.65    12,243.61,19739.26,1961
1961   68,1893,7872.33    12,486.35,20358.68,1961
1961   68,1892,8202.08    12,699.95,20902.03,1961
1961   69,1892,8078.73    12,375.91,20454.64,1961
1961   69,1891,7996.68    11,968.08,19964.76,1961
1961   70,1891,8671.37    12,454.66,21126.03,1961
1961   70,1890,8912.55    12,631.6,21544.15,1961
1961   71,1890,8737.44    12,509.06,21246.5,1961
1961   71,1889,8759.44    12,759.27,21518.71,1961
1961   72,1889,9661.49    13,188.38,22849.87,1961
1961   72,1888,9942.10    13,791.58,23733.68,1961
1961   73,1888,9954.55    13,139.64,23094.19,1961
1961   73,1887,9666.05    12,521.83,22187.88,1961
1961   74,1887,9506.90    12,146.45,21653.35,1961
1961   74,1886,9730.57    12,364.61,22095.18,1961
1961   75,1886,10425.30    12,695.94,23121.24,1961
1961   75,1885,10494.73    12,870.5,23365.23,1961
1961   76,1885,10208.75    12,79.71,22288.46,1961
1961   76,1884,10466.20    12,323.3,22789.5,1961
1961   77,1884,10287.02    11,847.5,22134.52,1961
1961   77,1883,10209.87    11,755.21,21965.08,1961
1961   78,1883,10345.63    11,333.54,21679.17,1961
1961   78,1882,10513.38    11,503.89,22017.27,1961
1961   79,1882,10166.61    10,878.41,21045.02,1961
1961   79,1881,10134.22    10,623.53,20757.75,1961
1961   80,1881,10480.84    10,277.11,20757.95,1961
1961   80,1880,11031.39    10,585.59,21616.98,1961
1961   81,1880,9973.81     9,738.22,19712.03,1961
1961   81,1879,9988.90     9,595.92,19584.82,1961
1961   82,1879,9469.74     8,526.93,17996.67,1961
1961   82,1878,9615.67     8,834.48,18450.15,1961
1961   83,1878,9294.55     8,176.98,17471.53,1961
1961   83,1877,9477.76     8,401.14,17878.9,1961
1961   84,1877,8793.55     7,732.23,16525.78,1961
1961   84,1876,9132.48     7,717.48,16849.96,1961
1961   85,1876,8442.39     7,102.02,15544.41,1961
1961   85,1875,8787.40     7,255.28,16042.68,1961
1961   86,1875,8024.79     6,216.5,14241.29,1961
1961   86,1874,7973.59     6,145.07,14118.66,1961
1961   87,1874,7033.63     5,274.34,12307.97,1961
1961   87,1873,7092.11     5,213.54,12305.65,1961
1961   88,1873,5901.36     4,370.52,10271.88,1961
1961   88,1872,6130.68     4,601.79,10732.47,1961
1961   89,1872,5226.51     3,895.47,9121.98,1961
1961   89,1871,5182.99     3,694.33,8877.32,1961
1961   90,1871,4670.66     2,932.92,7603.58,1961
1961   90,1870,4844.54     3,92.3,7936.84,1961
1961   91,1870,3849.21     2,462.68,6311.89,1961
1961   91,1869,3811.36     2,508.16,6319.52,1961
1961   92,1869,2934.23     1,847.98,4782.21,1961
1961   92,1868,3004.77     1,932.41,4937.18,1961
1961   93,1868,2347.35     1,449.41,3796.76,1961
1961   93,1867,2413.25     1,445.66,3858.91,1961
1961   94,1867,1799.43     1,149.95,2949.38,1961
1961   94,1866,1852.79     1,112.88,2965.67,1961
1961   95,1866,1415.69,821.45,2237.14,1961
1961   95,1865,1361.25,827.16,2188.41,1961
1961   96,1865,962.04,559.1,1521.14,1961
1961   96,1864,1040.63,545.31,1585.94,1961
1961   97,1864,692.01,374.77,1066.78,1961
1961   97,1863,730.47,394.52,1124.99,1961
1961   98,1863,511.84,242.58,754.42,1961
1961   98,1862,511.5,243.6,755.1,1961
1961   99,1862,344.65,156.59,501.24,1961
1961   99,1861,385.6,153.53,539.13,1961
1961  100,1861,259.65,123.41,383.06,1961
1961  100,1860,266.53,110.68,377.21,1961
1961  101,1860,159.57,73.32,232.89,1961
1961  101,1859,144.53,64.73,209.26,1961
1961  102,1859,91.82,40.21,132.03,1961
1961  102,1858,95.24,31.81,127.05,1961
1961  103,1858,59.87,24.64,84.51,1961
1961  103,1857,65.17,29.38,94.55,1961
1961  104,1857,28.93,20.69,49.62,1961
1961  104,1856,28.09,21.33,49.42,1961
1961  105,1856,26.4,19.19,45.59,1961
1961  105,1855,27.62,14.83,42.45,1961
1961  106,1855,15.4,7.52,22.92,1961
1961  106,1854,15.62,7.48,23.1,1961
1961  107,1854,12.33,4.52,16.85,1961
1961  107,1853,10.67,4.48,15.15,1961
1961  108,1853,13.61,8.59,22.2,1961
1961  108,1852,12.39,8.41,20.8,1961
1961  109,1852,3.82,1.37,5.19,1961
1961  109,1851,4.18,1.63,5.81,1961
1961  110+,.,54,27,81,1961
1962    0,1962,39040.27    54,96.28,93136.55,1962
1962    0,1961,5514.05     6,863.18,12377.23,1962
1962 1,1961,1477.45     1,699.05,3176.5,1962
1962 1,1960,1640.56     1,824.13,3464.69,1962
1962 2,1960,877.00     1,93.53,1970.53,1962
1962 2,1959,963.59     1,125.22,2088.81,1962
1962 3,1959,691.37,834.28,1525.65,1962
1962 3,1958,691.07,900.3,1591.37,1962
1962 4,1958,521.27,660.21,1181.48,1962
1962 4,1957,558.08,702.25,1260.33,1962
1962 5,1957,518.17,632.02,1150.19,1962
1962 5,1956,537.17,617.4,1154.57,1962
1962 6,1956,419.27,568.46,987.73,1962
1962 6,1955,415.99,560.92,976.91,1962
1962 7,1955,357.04,488.06,845.1,1962
1962 7,1954,400.2,513.27,913.47,1962
1962 8,1954,326.56,464.17,790.73,1962
1962 8,1953,311.65,448.14,759.79,1962
1962 9,1953,262.96,421.56,684.52,1962
1962 9,1952,267.21,432.73,699.94,1962
1962 10,1952,244.5,406.91,651.41,1962
1962 10,1951,252.66,401.36,654.02,1962
1962 11,1951,267.08,426.69,693.77,1962
1962 11,1950,270.1,401.58,671.68,1962
1962 12,1950,252.89,447.83,700.72,1962
1962 12,1949,268.28,449.47,717.75,1962
1962   13,1949,250.37,516.09,766.46,1962
1962   13,1948,278.8,511.25,790.05,1962
1962   14,1948,286.77,613.25,900.02,1962
1962   14,1947,306.42,600.16,906.58,1962
1962   15,1947,368.84,717.42,1086.26,1962
1962   15,1946,357.39,693.05,1050.44,1962
1962   16,1946,349.5,789.17,1138.67,1962
1962   16,1945,328.72,703.33,1032.05,1962
1962   17,1945,372.33,893.89,1266.22,1962
1962   17,1944,352.9,858.7,1211.6,1962
1962   18,1944,415.80     1,100.92,1516.72,1962
1962   18,1943,404.46     1,20.79,1425.25,1962
1962   19,1943,455.99     1,220.47,1676.46,1962
